Paper Title,Figure Number,Point ID,Variable,Value,Reynolds number (Re),Geometry,P/e,e/D,Alpha,Aspect ratio,Number of ribbed walls,Reading on
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 5,pt 25,f/f_0,0.4257703368373238,80000,Straight,20.0,0.063,15.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 1,Nu/Nu_0,2.256566233848727,8000,Straight,10.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 2,Nu/Nu_0,2.3761044273668968,16000,Straight,10.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 3,Nu/Nu_0,2.22085775007024,30000,Straight,10.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 4,Nu/Nu_0,1.9967360411914643,50000,Straight,10.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 5,Nu/Nu_0,1.7882082311822298,80000,Straight,10.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 11,Nu/Nu_0,2.632660606156848,8000,Straight,10.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 12,Nu/Nu_0,2.7001186674623825,16000,Straight,10.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 13,Nu/Nu_0,2.612773823612047,30000,Straight,10.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 14,Nu/Nu_0,2.430809093624392,50000,Straight,10.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 15,Nu/Nu_0,2.0862429363792683,80000,Straight,10.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 21,Nu/Nu_0,3.0087549784649688,8000,Straight,10.0,0.063,60.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 22,Nu/Nu_0,3.024132907557868,16000,Straight,10.0,0.063,60.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 23,Nu/Nu_0,3.2659672795150585,30000,Straight,10.0,0.063,60.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 24,Nu/Nu_0,2.778067535570733,50000,Straight,10.0,0.063,60.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 25,Nu/Nu_0,2.3842776415763067,80000,Straight,10.0,0.063,60.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 31,Nu/Nu_0,3.0087549784649688,8000,Straight,10.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 32,Nu/Nu_0,3.1321376542563635,16000,Straight,10.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 33,Nu/Nu_0,3.33128662510536,30000,Straight,10.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 34,Nu/Nu_0,2.951696756543904,50000,Straight,10.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 35,Nu/Nu_0,2.503491523655122,80000,Straight,10.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 41,Nu/Nu_0,3.196802164619029,8000,Straight,10.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 42,Nu/Nu_0,2.916128160859373,16000,Straight,10.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 43,Nu/Nu_0,2.743412514792649,30000,Straight,10.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 44,Nu/Nu_0,2.300587177894513,50000,Straight,10.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 7,pt 45,Nu/Nu_0,1.9074221132610447,80000,Straight,10.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 1,Nu/Nu_0,1.8804718615406053,8000,Straight,20.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 2,Nu/Nu_0,1.9440854405729155,16000,Straight,20.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 3,Nu/Nu_0,1.894261022118734,30000,Straight,20.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 4,Nu/Nu_0,1.7362922097317082,50000,Straight,20.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 5,Nu/Nu_0,1.4901735259851916,80000,Straight,20.0,0.063,90.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 11,Nu/Nu_0,1.9556907360022295,8000,Straight,20.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 12,Nu/Nu_0,2.0520901872714106,16000,Straight,20.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 13,Nu/Nu_0,2.090219058889637,30000,Straight,20.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 14,Nu/Nu_0,1.9967360411914643,50000,Straight,20.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 15,Nu/Nu_0,1.9074221132610447,80000,Straight,20.0,0.063,75.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 21,Nu/Nu_0,2.444613420002787,8000,Straight,20.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 22,Nu/Nu_0,2.484109174065392,16000,Straight,20.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 23,Nu/Nu_0,2.4168157868411435,30000,Straight,20.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 24,Nu/Nu_0,2.257179872651221,50000,Straight,20.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 25,Nu/Nu_0,1.9074221132610447,80000,Straight,20.0,0.063,45.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 31,Nu/Nu_0,2.632660606156848,8000,Straight,20.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 32,Nu/Nu_0,2.3761044273668968,16000,Straight,20.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 33,Nu/Nu_0,2.155538404479939,30000,Straight,20.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 34,Nu/Nu_0,1.953328735948172,50000,Straight,20.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 8,pt 35,Nu/Nu_0,1.6689943491034145,80000,Straight,20.0,0.063,30.0,1.0,2,Ribbed wall
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 1,f/f_0,1.4669560828436023,50000,Straight,10.0,0.063,90.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 2,f/f_0,2.1767735422840557,50000,Straight,10.0,0.063,75.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 3,f/f_0,2.1294523783213584,50000,Straight,10.0,0.063,60.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 4,f/f_0,1.4669560828436023,50000,Straight,10.0,0.063,45.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 5,f/f_0,0.8044597873658466,50000,Straight,10.0,0.063,30.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 6,f/f_0,0.5205328035896654,50000,Straight,10.0,0.063,15.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 7,f/f_0,1.0883867711420276,50000,Straight,20.0,0.063,90.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 8,f/f_0,1.5142772468062993,50000,Straight,20.0,0.063,75.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 9,f/f_0,1.0883867711420276,50000,Straight,20.0,0.063,45.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 10,f/f_0,0.6624962954777559,50000,Straight,20.0,0.063,30.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 11,f/f_0,0.4258904756642716,50000,Straight,20.0,0.063,15.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 12,f/f_0,0.2366058198134842,50000,,,0.063,,1.0,0,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 13,Nu/Nu_0,1.7875128299187937,50000,Straight,10.0,0.063,90.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 14,Nu/Nu_0,2.218981444037123,50000,Straight,10.0,0.063,75.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 15,Nu/Nu_0,2.12652388386891,50000,Straight,10.0,0.063,60.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 16,Nu/Nu_0,2.034066323700696,50000,Straight,10.0,0.063,45.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 17,Nu/Nu_0,1.69505526975058,50000,Straight,10.0,0.063,30.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 18,Nu/Nu_0,0.9553947884048724,50000,Straight,10.0,0.063,15.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 19,Nu/Nu_0,1.6334168963051043,50000,Straight,20.0,0.063,90.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 20,Nu/Nu_0,1.7875128299187937,50000,Straight,20.0,0.063,75.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 21,Nu/Nu_0,1.6334168963051043,50000,Straight,20.0,0.063,45.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 22,Nu/Nu_0,1.4793209626914152,50000,Straight,20.0,0.063,30.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 23,Nu/Nu_0,0.9245756016821346,50000,Straight,20.0,0.063,15.0,1.0,2,
Heat Transfer Enhancement in Channels With Turbulence Promoters,Fig 9,pt 24,Nu/Nu_0,0.862937228236659,50000,,,0.063,,1.0,0,
